style_level,style_name_zh,classification_reason,domain,collection_category,arxiv_id,published,updated,primary_category,paper_title,abstract_url,pdf_url,figure,page,caption,file,sha256,classified_file
2,图标或轻量卡通点缀,基础流程图中加入少量机器人、人物、网络、场景或功能图标。,Agent Skill,transfer-self-improvement,2604.00931v3,2026-04-01,2026-04-28,cs.AI,PsychAgent: An Experience-Driven Lifelong Learning Agent for Self-Evolving Psychological Counselor,https://arxiv.org/abs/2604.00931v3,https://arxiv.org/pdf/2604.00931v3,Figure 1,3,"Figure 1: The overall architecture of PsychAgent, an experience-driven lifelong learning framework for psychological counseling. The system operates through a synergistic closed-loop mechanism: (a) The Memory-Augmented Planning Engine ensures therapeutic continuity across longitudinal sessions by reasoning over dynamic client profiles and formulating strategic goals; (b) The Skill Evolution Engine manages a hierarchical repository of therapeutic techniques, supporting both real-time context-aware retrieval and the post-session abstraction of novel skills; (c) The Reinforced Internalization Engine solidifies these capabilities via rejection fine-tuning, where optimal trajectories are selected to transform explicit skills into the model’s endogenous intuition.",transfer-self-improvement/01_2604.00931_psychagent-an-experience-driven-lifelo_fig-1.png,56abea12ea9ef3618dca38eff6dec65635c01519cca2b53cb87078f319dc5414,style-classification/level-2-icons-and-light-cartoon/transfer-self-improvement__01_2604.00931_psychagent-an-experience-driven-lifelo_fig-1.png
2,图标或轻量卡通点缀,基础流程图中加入少量机器人、人物、网络、场景或功能图标。,Agent Skill,transfer-self-improvement,2607.07321v1,2026-07-08,2026-07-08,cs.AI,From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents,https://arxiv.org/abs/2607.07321v1,https://arxiv.org/pdf/2607.07321v1,Figure 1,3,"Figure 1: The overall architecture of E VO SOP, illustrating the iterative tool optimization lifecycle. The framework employs four collaborative modules, including C ONSTRUCTOR , M ERGER , E VALUATOR , and R EVIEWER .",transfer-self-improvement/07_2607.07321_from-atomic-actions-to-standard-operat_fig-1.png,8739c7db00c0df7f72a5b867f815567dae942fb5ffbbf2bdc0f8718b52e6dfca,style-classification/level-2-icons-and-light-cartoon/transfer-self-improvement__07_2607.07321_from-atomic-actions-to-standard-operat_fig-1.png
2,图标或轻量卡通点缀,基础流程图中加入少量机器人、人物、网络、场景或功能图标。,Agent Skill,transfer-self-improvement,2602.10226v1,2026-02-10,2026-02-10,cs.LG,Self-Evolving Recommendation System: End-To-End Autonomous Model Optimization With LLM Agents,https://arxiv.org/abs/2602.10226v1,https://arxiv.org/pdf/2602.10226v1,Figure 1,4,"Figure 1: The Self-Evolving System Architecture. The framework operates as a dual-loop, self-evolving system centered around a shared context containing a persistent knowledge base and an Experiment Journal of historical trials and their resulting metrics. The Offline Agent (Inner Loop) serves as the high-frequency cognitive core, where LLMs are invoked to instantiate specialized reasoning personas that generate and refine hypotheses into executable code through a closed-loop ""Think-Code-Verify"" cycle. Offline tool calls are made to evaluate candidates and filter them to a smaller subset. High-potential survivors are promoted to the Online Agent (Outer Loop), which manages the asynchronous transition of every proposal through a five-phase Directed Acyclic Graph (DAG). This Outer Loop ensures model integrity and safety through automated push evaluations and live traffic monitoring before closing the loop by serializing online north star metrics back into the Experiment Journal.",transfer-self-improvement/10_2602.10226_self-evolving-recommendation-system-en_fig-1.png,fbc338fe51b1107966e49d7a3dd7edfb4ade17445f301a7422592610d2d95769,style-classification/level-2-icons-and-light-cartoon/transfer-self-improvement__10_2602.10226_self-evolving-recommendation-system-en_fig-1.png
2,图标或轻量卡通点缀,基础流程图中加入少量机器人、人物、网络、场景或功能图标。,Agent Skill,transfer-self-improvement,2602.15654v2,2026-02-17,2026-03-05,cs.CR,Zombie Agents: Persistent Control of Self-Evolving LLM Agents via Self-Reinforcing Injections,https://arxiv.org/abs/2602.15654v2,https://arxiv.org/pdf/2602.15654v2,Figure 2,4,"Figure 2: Overview of the Zombie Agent Attack Workflow. Phase I: Infection. ❶ A user sends a benign task to the agent. ❷ The agent retrieves the current memory state. ❸ The agent constructs its context with the goal and retrieved memory and then generates actions (e.g., browsing a URL). ❹ The agent receives an observation from a poisoned source containing the injection payload. ❺ The memory evolution mechanism ingests the observation, injecting the malicious payload into long-term storage. Phase II: Trigger ❶ In a later session, a user sends a new benign task. ❷ The agent retrieves memory, which now includes the previously injected payload. ❸ Conditioned on the poisoned memory, the agent generates unauthorized actions, such as data exfiltration or re-visiting the malicious website. ❹ The agent re-observes the adversarial content. ❺ The evolution function processes this observation, re-writing the payload into memory to reinforce persistence for future exploitation. Note: Malicious steps and components are highlighted in red.",transfer-self-improvement/12_2602.15654_zombie-agents-persistent-control-of-se_fig-2.png,47650c32c671f804f824eba3355755c0b11d511203bbfd15a55ea7a20ec15a4e,style-classification/level-2-icons-and-light-cartoon/transfer-self-improvement__12_2602.15654_zombie-agents-persistent-control-of-se_fig-2.png
3,卡通与具象视觉主导,具象角色、场景或卡通化视觉承担主要叙事，形成强视觉画面。,Agent Skill,skill-acquisition,2506.04287v2,2025-06-04,2025-06-20,cs.AI,Automated Skill Discovery for Language Agents through Exploration and Iterative Feedback,https://arxiv.org/abs/2506.04287v2,https://arxiv.org/pdf/2506.04287v2,Figure 1,2,"Figure 1: Overview of our framework for automatic skill discovery through exploration and iterative feedback (EXIF), consisting of two main components: (1) an explore-first strategy that enables the agent, Alice, to navigate the environment and generate feasible, valid tasks, which are then used to train another agent, Bob; and (2) an iterative feedback mechanism that produces tasks and trajectories beyond Bob ’s current capabilities to expand its skills. Through multiple iterations, EXIF enables Bob to expand its skill set in the target environment without any human guidance.",skill-acquisition/02_2506.04287_automated-skill-discovery-for-language_fig-1.png,82f07473ccbfcacca9cd10f0c296462c36a67ffd2d6cdcab566d7414578ad1f9,style-classification/level-3-cartoon-dominant/skill-acquisition__02_2506.04287_automated-skill-discovery-for-language_fig-1.png
3,卡通与具象视觉主导,具象角色、场景或卡通化视觉承担主要叙事，形成强视觉画面。,Agent Skill,skill-library-memory,2607.07676v1,2026-07-08,2026-07-08,cs.AI,SkillCenter: A Large-Scale Source-Grounded Skill Library for Autonomous AI Agents,https://arxiv.org/abs/2607.07676v1,https://arxiv.org/pdf/2607.07676v1,Figure 4,17,"Figure 4: Overview of the SkillCenter pipeline. The data collection pipeline (top) ingests sources from academic publications, GitHub, web pages, and forums, then applies SkillGate filtering, template- driven generation, iterative refinement, and quality-controlled release gating to produce SQLite FTS5 skill bundles distributed via Hugging Face. The application pipeline (bottom) consumes these skills at inference time through project detection, on-demand installation, BM25-based retrieval, skill ranking, LLM context injection, guided execution, and a feedback loop.",skill-library-memory/09_2607.07676_skillcenter-a-large-scale-source-groun_fig-4.png,8864f0e4e10e046ad35d8ab6d9dc994f367d9ce8e5d6a7e8788d5c744d14467d,style-classification/level-3-cartoon-dominant/skill-library-memory__09_2607.07676_skillcenter-a-large-scale-source-groun_fig-4.png
3,卡通与具象视觉主导,具象角色、场景或卡通化视觉承担主要叙事，形成强视觉画面。,Agent Skill,skill-library-memory,2407.15325v3,2024-07-22,2025-05-31,cs.AI,Odyssey: Empowering Minecraft Agents with Open-World Skills,https://arxiv.org/abs/2407.15325v3,https://arxiv.org/pdf/2407.15325v3,Figure 1,2,Figure 1: An overview of the proposed O DYSSEY framework. Odyssey consists of three key components: (1) a fine-tuned LLaMA-3 model trained on a large-scale question-answering dataset; (2) an interactive agent equipped with an extensive open-world skill library; (3) a novel agent capability benchmark encompassing a variety of tasks.,skill-library-memory/12_2407.15325_odyssey-empowering-minecraft-agents-wi_fig-1.png,28f63f0a3606657e64f919c122241ffc8118ac0b180a7e8fc3e5111adb109488,style-classification/level-3-cartoon-dominant/skill-library-memory__12_2407.15325_odyssey-empowering-minecraft-agents-wi_fig-1.png
3,卡通与具象视觉主导,具象角色、场景或卡通化视觉承担主要叙事，形成强视觉画面。,Agent Skill,transfer-self-improvement,2509.26354v2,2025-09-30,2026-03-08,cs.AI,Your Agent May Misevolve: Emergent Risks in Self-evolving LLM Agents,https://arxiv.org/abs/2509.26354v2,https://arxiv.org/pdf/2509.26354v2,Figure 2,3,"Figure 2: The taxonomy guiding our systematic study of misevolution. We categorize the occurrence of misevolution along four evolutionary pathways: model, memory, tool, and workflow, each driven by specific mechanisms that may lead to undesirable behaviors.",transfer-self-improvement/04_2509.26354_your-agent-may-misevolve-emergent-risk_fig-2.png,a7b409489466dc33594874491848725b4d2ccfeaae1d221c45c986b19975b1fd,style-classification/level-3-cartoon-dominant/transfer-self-improvement__04_2509.26354_your-agent-may-misevolve-emergent-risk_fig-2.png
3,卡通与具象视觉主导,具象角色、场景或卡通化视觉承担主要叙事，形成强视觉画面。,Agent Skill,transfer-self-improvement,2602.21320v1,2026-02-24,2026-02-24,cs.LG,Tool-R0: Self-Evolving LLM Agents for Tool-Learning from Zero Data,https://arxiv.org/abs/2602.21320v1,https://arxiv.org/pdf/2602.21320v1,Figure 2,3,"Figure 2: Tool-R0 Self-Evolution Framework. A base LLM is initialized into two roles: a Generator and a Solver. The Generator synthesizes challenging tool-calling tasks (question, tool menu, and gold tool-call), targeting the frozen Solver’s competence frontier with designed rewards (r fmt + r valid + r curr ). Generated tasks are filtered and ranked easy-to- hard into a curriculum pool. The Solver trains on this curated data to predict tool calls (r fmt + r acc ), completing a self-evolving cycle that requires no pre-existing human datasets.",transfer-self-improvement/06_2602.21320_tool-r0-self-evolving-llm-agents-for-t_fig-2.png,6ebf3e858f4bafbde287e7f0280400ea66274841305df480244fb12c1c4d94c0,style-classification/level-3-cartoon-dominant/transfer-self-improvement__06_2602.21320_tool-r0-self-evolving-llm-agents-for-t_fig-2.png
3,卡通与具象视觉主导,具象角色、场景或卡通化视觉承担主要叙事，形成强视觉画面。,Agent Skill,transfer-self-improvement,2511.10395v1,2025-11-13,2025-11-13,cs.LG,AgentEvolver: Towards Efficient Self-Evolving Agent System,https://arxiv.org/abs/2511.10395v1,https://arxiv.org/pdf/2511.10395v1,Figure 2,3,"Figure 2: Overview of the AgentEvolver framework. The self-evolving process is driven by three syner- gistic mechanisms: Self-questioning for autonomous task generation, Self-navigating for experience- guided exploration, and Self-attributing for fine-grained credit assignment.",transfer-self-improvement/08_2511.10395_agentevolver-towards-efficient-self-ev_fig-2.png,08e1c24a86d2fb207eed8be52d46ca9adceb0349d604fb7bce2e9394daa9dd47,style-classification/level-3-cartoon-dominant/transfer-self-improvement__08_2511.10395_agentevolver-towards-efficient-self-ev_fig-2.png
3,卡通与具象视觉主导,具象角色、场景或卡通化视觉承担主要叙事，形成强视觉画面。,Agent Skill,transfer-self-improvement,2511.10395v1,2025-11-13,2025-11-13,cs.LG,AgentEvolver: Towards Efficient Self-Evolving Agent System,https://arxiv.org/abs/2511.10395v1,https://arxiv.org/pdf/2511.10395v1,Figure 3,5,"Figure 3: The pipeline of self-questioning module, including exploration, task synthesis, and task curation. Initially, the module performs an exploratory phase across environments, which is directed by both environment profiles and user preferences (detailed in Section 3.1). The generated trajectories are analyzed to formulate potential queries alongside their associated reference solutions. Next, we involve an agent that replays this path to verify the feasibility.",transfer-self-improvement/09_2511.10395_agentevolver-towards-efficient-self-ev_fig-3.png,adc52116964d992c207bf8442f87bca4fb6d9c600db6ef937181eb2491ee670d,style-classification/level-3-cartoon-dominant/transfer-self-improvement__09_2511.10395_agentevolver-towards-efficient-self-ev_fig-3.png
